artista,fecha,visitas,diferencia
All Saints,2019-04-15,21,
All Saints,2019-04-16,16,
All Saints,2019-04-17,25,
All Saints,2019-04-18,19,
All Saints,2019-04-19,18,
All Saints,2019-04-20,17,
All Saints,2019-04-21,22,
All Saints,2019-04-22,23,
All Saints,2019-04-23,19,
All Saints,2019-04-24,15,
All Saints,2019-04-25,10,
All Saints,2019-04-26,20,
All Saints,2019-04-27,16,
All Saints,2019-04-28,26,
All Saints,2019-04-29,23,
All Saints,2019-04-30,24,
All Saints,2019-05-01,29,
All Saints,2019-05-02,22,
All Saints,2019-05-03,17,
All Saints,2019-05-04,28,
All Saints,2019-05-05,28,
All Saints,2019-05-06,26,
All Saints,2019-05-07,21,
All Saints,2019-05-08,17,
All Saints,2019-05-09,15,
All Saints,2019-05-10,23,
All Saints,2019-05-11,16,
All Saints,2019-05-12,20,
All Saints,2019-05-13,27,
All Saints,2019-05-14,27,
All Saints,2019-05-15,23,
All Saints,2019-05-16,24,
All Saints,2019-05-17,15,
All Saints,2019-05-18,26,
All Saints,2019-05-19,23,
All Saints,2019-05-20,17,
All Saints,2019-05-21,23,
All Saints,2019-05-22,20,
All Saints,2019-05-23,19,
All Saints,2019-05-24,23,
All Saints,2019-05-25,27,
All Saints,2019-05-26,28,
All Saints,2019-05-27,23,
All Saints,2019-05-28,160,
All Saints,2019-05-29,36,
All Saints,2019-05-30,21,
All Saints,2019-05-31,16,
All Saints,2019-06-01,37,
All Saints,2019-06-02,29,
All Saints,2019-06-03,29,
All Saints,2019-06-04,22,
Aretha Franklin,2019-02-28,422,25
Aretha Franklin,2019-03-01,397,
Aretha Franklin,2019-03-02,371,
Aretha Franklin,2019-03-03,452,
Aretha Franklin,2019-03-04,541,
Aretha Franklin,2019-03-05,808,
Aretha Franklin,2019-03-06,568,
Aretha Franklin,2019-03-07,830,
Aretha Franklin,2019-03-08,878,
Aretha Franklin,2019-03-09,732,
Aretha Franklin,2019-03-10,625,
Aretha Franklin,2019-03-11,622,
Aretha Franklin,2019-03-12,526,
Aretha Franklin,2019-03-13,468,
Aretha Franklin,2019-03-14,472,
Aretha Franklin,2019-03-15,374,
Aretha Franklin,2019-03-16,337,
Aretha Franklin,2019-03-17,558,
Aretha Franklin,2019-03-18,424,
Aretha Franklin,2019-03-19,446,
Aretha Franklin,2019-03-20,491,
Aretha Franklin,2019-03-21,468,
Aretha Franklin,2019-03-22,431,
Aretha Franklin,2019-03-23,417,
Aretha Franklin,2019-03-24,548,
Aretha Franklin,2019-03-25,1509,
Aretha Franklin,2019-03-26,677,
Aretha Franklin,2019-03-27,656,
Aretha Franklin,2019-03-28,1051,
Aretha Franklin,2019-03-29,704,
Aretha Franklin,2019-03-30,507,
Aretha Franklin,2019-03-31,564,
Aretha Franklin,2019-04-01,426,
Aretha Franklin,2019-04-02,428,
Aretha Franklin,2019-04-03,431,
Aretha Franklin,2019-04-04,439,
Aretha Franklin,2019-04-05,343,
Aretha Franklin,2019-04-06,364,
Aretha Franklin,2019-04-07,406,
Aretha Franklin,2019-04-08,394,
Aretha Franklin,2019-04-09,472,
Aretha Franklin,2019-04-10,332,
Aretha Franklin,2019-04-11,343,
Aretha Franklin,2019-04-12,328,
Aretha Franklin,2019-04-13,312,
Aretha Franklin,2019-04-14,320,
Aretha Franklin,2019-04-15,361,
Aretha Franklin,2019-04-16,1172,
Aretha Franklin,2019-04-17,614,
Aretha Franklin,2019-04-18,432,
Aretha Franklin,2019-04-19,482,
Aretha Franklin,2019-04-20,439,
Aretha Franklin,2019-04-21,502,
Aretha Franklin,2019-04-22,431,
Aretha Franklin,2019-04-23,388,
Aretha Franklin,2019-04-24,373,
Aretha Franklin,2019-04-25,374,
Aretha Franklin,2019-04-26,397,
Aretha Franklin,2019-04-27,403,
Aretha Franklin,2019-04-28,378,
Aretha Franklin,2019-04-29,366,
Aretha Franklin,2019-04-30,351,
Aretha Franklin,2019-05-01,498,
Aretha Franklin,2019-05-02,506,
Aretha Franklin,2019-05-03,376,
Aretha Franklin,2019-05-04,456,
Aretha Franklin,2019-05-05,442,
Aretha Franklin,2019-05-06,407,
Aretha Franklin,2019-05-07,356,
Aretha Franklin,2019-05-08,342,
Aretha Franklin,2019-05-09,309,
Aretha Franklin,2019-05-10,798,
Aretha Franklin,2019-05-11,546,
Aretha Franklin,2019-05-12,531,
Aretha Franklin,2019-05-13,520,
Aretha Franklin,2019-05-14,399,
Aretha Franklin,2019-05-15,545,
Aretha Franklin,2019-05-16,430,
Aretha Franklin,2019-05-17,423,
Aretha Franklin,2019-05-18,351,
Aretha Franklin,2019-05-19,426,
Aretha Franklin,2019-05-20,401,
Aretha Franklin,2019-05-21,604,
Aretha Franklin,2019-05-22,582,
Aretha Franklin,2019-05-23,421,
Aretha Franklin,2019-05-24,378,
Aretha Franklin,2019-05-25,378,
Aretha Franklin,2019-05-26,476,
Aretha Franklin,2019-05-27,466,
Aretha Franklin,2019-05-28,613,
Aretha Franklin,2019-05-29,450,
Aretha Franklin,2019-05-30,345,
Aretha Franklin,2019-05-31,355,
Aretha Franklin,2019-06-01,336,
Aretha Franklin,2019-06-02,452,
Aretha Franklin,2019-06-03,463,
Aretha Franklin,2019-06-04,369,
Bananarama,2019-02-28,50,108
Bananarama,2019-03-01,77,
Bananarama,2019-03-02,48,
Bananarama,2019-03-03,44,
Bananarama,2019-03-04,67,
Bananarama,2019-03-05,61,
Bananarama,2019-03-06,59,
Bananarama,2019-03-07,56,
Bananarama,2019-03-08,74,
Bananarama,2019-03-09,69,
Bananarama,2019-03-10,73,
Bananarama,2019-03-11,73,
Bananarama,2019-03-12,38,
Bananarama,2019-03-13,68,
Bananarama,2019-03-14,57,
Bananarama,2019-03-15,85,
Bananarama,2019-03-16,72,
Bananarama,2019-03-17,67,
Bananarama,2019-03-18,53,
Bananarama,2019-03-19,57,
Bananarama,2019-03-20,51,
Bananarama,2019-03-21,55,
Bananarama,2019-03-22,74,
Bananarama,2019-03-23,63,
Bananarama,2019-03-24,43,
Bananarama,2019-03-25,67,
Bananarama,2019-03-26,52,
Bananarama,2019-03-27,48,
Bananarama,2019-03-28,61,
Bananarama,2019-03-29,75,
Bananarama,2019-03-30,62,
Bananarama,2019-03-31,57,
Bananarama,2019-04-01,57,
Bananarama,2019-04-02,100,
Bananarama,2019-04-03,63,
Bananarama,2019-04-04,68,
Bananarama,2019-04-05,75,
Bananarama,2019-04-06,54,
Bananarama,2019-04-07,65,
Bananarama,2019-04-08,91,
Bananarama,2019-04-09,76,
Bananarama,2019-04-10,50,
Bananarama,2019-04-11,73,
Bananarama,2019-04-12,54,
Bananarama,2019-04-13,55,
Bananarama,2019-04-14,69,
Bananarama,2019-04-15,48,
Bananarama,2019-04-16,53,
Bananarama,2019-04-17,73,
Bananarama,2019-04-18,97,
Bananarama,2019-04-19,91,
Bananarama,2019-04-20,80,
Bananarama,2019-04-21,104,
Bananarama,2019-04-22,69,
Bananarama,2019-04-23,54,
Bananarama,2019-04-24,69,
Bananarama,2019-04-25,518,
Bananarama,2019-04-26,76,
Bananarama,2019-04-27,77,
Bananarama,2019-04-28,63,
Bananarama,2019-04-29,72,
Bananarama,2019-04-30,73,
Bananarama,2019-05-01,71,
Bananarama,2019-05-02,67,
Bananarama,2019-05-03,76,
Bananarama,2019-05-04,74,
Bananarama,2019-05-05,74,
Bananarama,2019-05-06,57,
Bananarama,2019-05-07,58,
Bananarama,2019-05-08,91,
Bananarama,2019-05-09,69,
Bananarama,2019-05-10,105,
Bananarama,2019-05-11,96,
Bananarama,2019-05-12,85,
Bananarama,2019-05-13,75,
Bananarama,2019-05-14,83,
Bananarama,2019-05-15,82,
Bananarama,2019-05-16,69,
Bananarama,2019-05-17,52,
Bananarama,2019-05-18,97,
Bananarama,2019-05-19,69,
Bananarama,2019-05-20,73,
Bananarama,2019-05-21,52,
Bananarama,2019-05-22,53,
Bananarama,2019-05-23,56,
Bananarama,2019-05-24,66,
Bananarama,2019-05-25,58,
Bananarama,2019-05-26,79,
Bananarama,2019-05-27,54,
Bananarama,2019-05-28,150,
Bananarama,2019-05-29,74,
Bananarama,2019-05-30,65,
Bananarama,2019-05-31,57,
Bananarama,2019-06-01,69,
Bananarama,2019-06-02,73,
Bananarama,2019-06-03,63,
Bananarama,2019-06-04,56,
Barbara,2019-02-28,38,32
Barbara,2019-03-01,18,
Barbara,2019-03-02,31,
Barbara,2019-03-03,41,
Barbara,2019-03-04,25,
Barbara,2019-03-05,38,
Barbara,2019-03-06,37,
Barbara,2019-03-07,47,
Barbara,2019-03-08,42,
Barbara,2019-03-09,42,
Barbara,2019-03-10,51,
Barbara,2019-03-11,44,
Barbara,2019-03-12,44,
Barbara,2019-03-13,26,
Barbara,2019-03-14,39,
Barbara,2019-03-15,38,
Barbara,2019-03-16,46,
Barbara,2019-03-17,67,
Barbara,2019-03-18,55,
Barbara,2019-03-19,47,
Barbara,2019-03-20,41,
Barbara,2019-03-21,44,
Barbara,2019-03-22,37,
Barbara,2019-03-23,38,
Barbara,2019-03-24,32,
Barbara,2019-03-25,40,
Barbara,2019-03-26,50,
Barbara,2019-03-27,36,
Barbara,2019-03-28,33,
Barbara,2019-03-29,27,
Barbara,2019-03-30,27,
Barbara,2019-03-31,42,
Barbara,2019-04-01,31,
Barbara,2019-04-02,41,
Barbara,2019-04-03,41,
Barbara,2019-04-04,36,
Barbara,2019-04-05,24,
Barbara,2019-04-06,22,
Barbara,2019-04-07,33,
Barbara,2019-04-08,36,
Barbara,2019-04-09,24,
Barbara,2019-04-10,44,
Barbara,2019-04-11,35,
Barbara,2019-04-12,26,
Barbara,2019-04-13,39,
Barbara,2019-04-14,34,
Barbara,2019-04-15,27,
Barbara,2019-04-16,35,
Barbara,2019-04-17,34,
Barbara,2019-04-18,33,
Barbara,2019-04-19,36,
Barbara,2019-04-20,31,
Barbara,2019-04-21,34,
Barbara,2019-04-22,41,
Barbara,2019-04-23,39,
Barbara,2019-04-24,41,
Barbara,2019-04-25,39,
Barbara,2019-04-26,35,
Barbara,2019-04-27,25,
Barbara,2019-04-28,27,
Barbara,2019-04-29,33,
Barbara,2019-04-30,37,
Barbara,2019-05-01,37,
Barbara,2019-05-02,42,
Barbara,2019-05-03,35,
Barbara,2019-05-04,36,
Barbara,2019-05-05,28,
Barbara,2019-05-06,30,
Barbara,2019-05-07,26,
Barbara,2019-05-08,38,
Barbara,2019-05-09,26,
Barbara,2019-05-10,41,
Barbara,2019-05-11,31,
Barbara,2019-05-12,31,
Barbara,2019-05-13,31,
Barbara,2019-05-14,25,
Barbara,2019-05-15,28,
Barbara,2019-05-16,34,
Barbara,2019-05-17,30,
Barbara,2019-05-18,29,
Barbara,2019-05-19,40,
Barbara,2019-05-20,33,
Barbara,2019-05-21,26,
Barbara,2019-05-22,25,
Barbara,2019-05-23,37,
Barbara,2019-05-24,37,
Barbara,2019-05-25,22,
Barbara,2019-05-26,24,
Barbara,2019-05-27,30,
Barbara,2019-05-28,45,
Barbara,2019-05-29,32,
Barbara,2019-05-30,29,
Barbara,2019-05-31,40,
Barbara,2019-06-01,24,
Barbara,2019-06-02,32,
Barbara,2019-06-03,30,
Barbara,2019-06-04,25,
Bebe,2019-02-28,226,24
Bebe,2019-03-01,246,
Bebe,2019-03-02,238,
Bebe,2019-03-03,246,
Bebe,2019-03-04,257,
Bebe,2019-03-05,244,
Bebe,2019-03-06,266,
Bebe,2019-03-07,280,
Bebe,2019-03-08,643,
Bebe,2019-03-09,377,
Bebe,2019-03-10,299,
Bebe,2019-03-11,436,
Bebe,2019-03-12,322,
Bebe,2019-03-13,315,
Bebe,2019-03-14,267,
Bebe,2019-03-15,301,
Bebe,2019-03-16,294,
Bebe,2019-03-17,314,
Bebe,2019-03-18,269,
Bebe,2019-03-19,263,
Bebe,2019-03-20,258,
Bebe,2019-03-21,251,
Bebe,2019-03-22,243,
Bebe,2019-03-23,253,
Bebe,2019-03-24,288,
Bebe,2019-03-25,253,
Bebe,2019-03-26,250,
Bebe,2019-03-27,243,
Bebe,2019-03-28,250,
Bebe,2019-03-29,268,
Bebe,2019-03-30,209,
Bebe,2019-03-31,262,
Bebe,2019-04-01,251,
Bebe,2019-04-02,207,
Bebe,2019-04-03,232,
Bebe,2019-04-04,205,
Bebe,2019-04-05,239,
Bebe,2019-04-06,205,
Bebe,2019-04-07,211,
Bebe,2019-04-08,207,
Bebe,2019-04-09,217,
Bebe,2019-04-10,209,
Bebe,2019-04-11,180,
Bebe,2019-04-12,192,
Bebe,2019-04-13,237,
Bebe,2019-04-14,218,
Bebe,2019-04-15,200,
Bebe,2019-04-16,187,
Bebe,2019-04-17,191,
Bebe,2019-04-18,262,
Bebe,2019-04-19,235,
Bebe,2019-04-20,246,
Bebe,2019-04-21,220,
Bebe,2019-04-22,243,
Bebe,2019-04-23,208,
Bebe,2019-04-24,199,
Bebe,2019-04-25,436,
Bebe,2019-04-26,1393,
Bebe,2019-04-27,875,
Bebe,2019-04-28,451,
Bebe,2019-04-29,283,
Bebe,2019-04-30,247,
Bebe,2019-05-01,246,
Bebe,2019-05-02,237,
Bebe,2019-05-03,220,
Bebe,2019-05-04,245,
Bebe,2019-05-05,259,
Bebe,2019-05-06,227,
Bebe,2019-05-07,203,
Bebe,2019-05-08,255,
Bebe,2019-05-09,321,
Bebe,2019-05-10,195,
Bebe,2019-05-11,355,
Bebe,2019-05-12,321,
Bebe,2019-05-13,218,
Bebe,2019-05-14,179,
Bebe,2019-05-15,188,
Bebe,2019-05-16,200,
Bebe,2019-05-17,217,
Bebe,2019-05-18,266,
Bebe,2019-05-19,234,
Bebe,2019-05-20,236,
Bebe,2019-05-21,224,
Bebe,2019-05-22,191,
Bebe,2019-05-23,231,
Bebe,2019-05-24,203,
Bebe,2019-05-25,192,
Bebe,2019-05-26,238,
Bebe,2019-05-27,187,
Bebe,2019-05-28,336,
Bebe,2019-05-29,220,
Bebe,2019-05-30,182,
Bebe,2019-05-31,184,
Bebe,2019-06-01,170,
Bebe,2019-06-02,211,
Bebe,2019-06-03,213,
Bebe,2019-06-04,402,
Beyoncé,2019-02-28,1379,-34
Beyoncé,2019-03-01,1424,
Beyoncé,2019-03-02,1329,
Beyoncé,2019-03-03,1892,
Beyoncé,2019-03-04,1754,
Beyoncé,2019-03-05,1300,
Beyoncé,2019-03-06,1104,
Beyoncé,2019-03-07,1240,
Beyoncé,2019-03-08,1173,
Beyoncé,2019-03-09,1245,
Beyoncé,2019-03-10,1576,
Beyoncé,2019-03-11,1397,
Beyoncé,2019-03-12,1244,
Beyoncé,2019-03-13,1246,
Beyoncé,2019-03-14,1261,
Beyoncé,2019-03-15,1202,
Beyoncé,2019-03-16,1181,
Beyoncé,2019-03-17,1338,
Beyoncé,2019-03-18,1102,
Beyoncé,2019-03-19,1160,
Beyoncé,2019-03-20,1066,
Beyoncé,2019-03-21,1062,
Beyoncé,2019-03-22,1063,
Beyoncé,2019-03-23,1135,
Beyoncé,2019-03-24,1134,
Beyoncé,2019-03-25,1258,
Beyoncé,2019-03-26,1049,
Beyoncé,2019-03-27,1099,
Beyoncé,2019-03-28,1075,
Beyoncé,2019-03-29,1090,
Beyoncé,2019-03-30,1095,
Beyoncé,2019-03-31,1382,
Beyoncé,2019-04-01,1837,
Beyoncé,2019-04-02,1106,
Beyoncé,2019-04-03,1039,
Beyoncé,2019-04-04,1200,
Beyoncé,2019-04-05,1217,
Beyoncé,2019-04-06,1199,
Beyoncé,2019-04-07,1183,
Beyoncé,2019-04-08,1325,
Beyoncé,2019-04-09,1696,
Beyoncé,2019-04-10,1356,
Beyoncé,2019-04-11,1328,
Beyoncé,2019-04-12,1070,
Beyoncé,2019-04-13,1032,
Beyoncé,2019-04-14,1479,
Beyoncé,2019-04-15,1041,
Beyoncé,2019-04-16,914,
Beyoncé,2019-04-17,4150,
Beyoncé,2019-04-18,8493,
Beyoncé,2019-04-19,9879,
Beyoncé,2019-04-20,7877,
Beyoncé,2019-04-21,6975,
Beyoncé,2019-04-22,4603,
Beyoncé,2019-04-23,3764,
Beyoncé,2019-04-24,3418,
Beyoncé,2019-04-25,2917,
Beyoncé,2019-04-26,3275,
Beyoncé,2019-04-27,3495,
Beyoncé,2019-04-28,2963,
Beyoncé,2019-04-29,1950,
Beyoncé,2019-04-30,1816,
Beyoncé,2019-05-01,2244,
Beyoncé,2019-05-02,1928,
Beyoncé,2019-05-03,1739,
Beyoncé,2019-05-04,1932,
Beyoncé,2019-05-05,2134,
Beyoncé,2019-05-06,1760,
Beyoncé,2019-05-07,1449,
Beyoncé,2019-05-08,1530,
Beyoncé,2019-05-09,1414,
Beyoncé,2019-05-10,1344,
Beyoncé,2019-05-11,2048,
Beyoncé,2019-05-12,2078,
Beyoncé,2019-05-13,1513,
Beyoncé,2019-05-14,1351,
Beyoncé,2019-05-15,1275,
Beyoncé,2019-05-16,1488,
Beyoncé,2019-05-17,1314,
Beyoncé,2019-05-18,1782,
Beyoncé,2019-05-19,1595,
Beyoncé,2019-05-20,1348,
Beyoncé,2019-05-21,1237,
Beyoncé,2019-05-22,1222,
Beyoncé,2019-05-23,1131,
Beyoncé,2019-05-24,1178,
Beyoncé,2019-05-25,1773,
Beyoncé,2019-05-26,1319,
Beyoncé,2019-05-27,1309,
Beyoncé,2019-05-28,1224,
Beyoncé,2019-05-29,1150,
Beyoncé,2019-05-30,1726,
Beyoncé,2019-05-31,1584,
Beyoncé,2019-06-01,1397,
Beyoncé,2019-06-02,1439,
Beyoncé,2019-06-03,1443,
Beyoncé,2019-06-04,1451,
Björk,2019-02-28,423,138
Björk,2019-03-01,422,
Björk,2019-03-02,501,
Björk,2019-03-03,488,
Björk,2019-03-04,537,
Björk,2019-03-05,483,
Björk,2019-03-06,420,
Björk,2019-03-07,529,
Björk,2019-03-08,556,
Björk,2019-03-09,435,
Björk,2019-03-10,483,
Björk,2019-03-11,463,
Björk,2019-03-12,485,
Björk,2019-03-13,479,
Björk,2019-03-14,680,
Björk,2019-03-15,707,
Björk,2019-03-16,670,
Björk,2019-03-17,627,
Björk,2019-03-18,607,
Björk,2019-03-19,623,
Björk,2019-03-20,511,
Björk,2019-03-21,486,
Björk,2019-03-22,491,
Björk,2019-03-23,466,
Björk,2019-03-24,535,
Björk,2019-03-25,524,
Björk,2019-03-26,478,
Björk,2019-03-27,602,
Björk,2019-03-28,566,
Björk,2019-03-29,529,
Björk,2019-03-30,438,
Björk,2019-03-31,517,
Björk,2019-04-01,467,
Björk,2019-04-02,435,
Björk,2019-04-03,478,
Björk,2019-04-04,517,
Björk,2019-04-05,489,
Björk,2019-04-06,452,
Björk,2019-04-07,577,
Björk,2019-04-08,476,
Björk,2019-04-09,452,
Björk,2019-04-10,490,
Björk,2019-04-11,397,
Björk,2019-04-12,403,
Björk,2019-04-13,427,
Björk,2019-04-14,467,
Björk,2019-04-15,453,
Björk,2019-04-16,403,
Björk,2019-04-17,411,
Björk,2019-04-18,502,
Björk,2019-04-19,554,
Björk,2019-04-20,627,
Björk,2019-04-21,617,
Björk,2019-04-22,541,
Björk,2019-04-23,603,
Björk,2019-04-24,504,
Björk,2019-04-25,473,
Björk,2019-04-26,426,
Björk,2019-04-27,475,
Björk,2019-04-28,503,
Björk,2019-04-29,450,
Björk,2019-04-30,524,
Björk,2019-05-01,504,
Björk,2019-05-02,501,
Björk,2019-05-03,472,
Björk,2019-05-04,916,
Björk,2019-05-05,604,
Björk,2019-05-06,857,
Björk,2019-05-07,556,
Björk,2019-05-08,533,
Björk,2019-05-09,596,
Björk,2019-05-10,641,
Björk,2019-05-11,913,
Björk,2019-05-12,806,
Björk,2019-05-13,936,
Björk,2019-05-14,645,
Björk,2019-05-15,749,
Björk,2019-05-16,598,
Björk,2019-05-17,567,
Björk,2019-05-18,596,
Björk,2019-05-19,742,
Björk,2019-05-20,546,
Björk,2019-05-21,468,
Björk,2019-05-22,526,
Björk,2019-05-23,1526,
Björk,2019-05-24,2476,
Björk,2019-05-25,1331,
Björk,2019-05-26,1058,
Björk,2019-05-27,1083,
Björk,2019-05-28,1533,
Björk,2019-05-29,1084,
Björk,2019-05-30,2264,
Björk,2019-05-31,1251,
Björk,2019-06-01,917,
Björk,2019-06-02,1064,
Björk,2019-06-03,1212,
Björk,2019-06-04,859,
Blondie,2019-02-28,316,23
Blondie,2019-03-01,327,
Blondie,2019-03-02,298,
Blondie,2019-03-03,340,
Blondie,2019-03-04,362,
Blondie,2019-03-05,309,
Blondie,2019-03-06,341,
Blondie,2019-03-07,328,
Blondie,2019-03-08,405,
Blondie,2019-03-09,360,
Blondie,2019-03-10,375,
Blondie,2019-03-11,336,
Blondie,2019-03-12,309,
Blondie,2019-03-13,314,
Blondie,2019-03-14,346,
Blondie,2019-03-15,578,
Blondie,2019-03-16,530,
Blondie,2019-03-17,435,
Blondie,2019-03-18,421,
Blondie,2019-03-19,430,
Blondie,2019-03-20,363,
Blondie,2019-03-21,315,
Blondie,2019-03-22,313,
Blondie,2019-03-23,298,
Blondie,2019-03-24,342,
Blondie,2019-03-25,289,
Blondie,2019-03-26,314,
Blondie,2019-03-27,358,
Blondie,2019-03-28,307,
Blondie,2019-03-29,268,
Blondie,2019-03-30,339,
Blondie,2019-03-31,307,
Blondie,2019-04-01,284,
Blondie,2019-04-02,271,
Blondie,2019-04-03,305,
Blondie,2019-04-04,286,
Blondie,2019-04-05,300,
Blondie,2019-04-06,289,
Blondie,2019-04-07,305,
Blondie,2019-04-08,310,
Blondie,2019-04-09,269,
Blondie,2019-04-10,313,
Blondie,2019-04-11,242,
Blondie,2019-04-12,313,
Blondie,2019-04-13,266,
Blondie,2019-04-14,255,
Blondie,2019-04-15,272,
Blondie,2019-04-16,252,
Blondie,2019-04-17,260,
Blondie,2019-04-18,251,
Blondie,2019-04-19,291,
Blondie,2019-04-20,288,
Blondie,2019-04-21,383,
Blondie,2019-04-22,296,
Blondie,2019-04-23,247,
Blondie,2019-04-24,269,
