artista,fecha,visitas,diferencia
Alarma!!!,2019-06-16,23,
Alarma!!!,2019-06-17,13,
Alarma!!!,2019-06-18,195,
Alarma!!!,2019-06-19,52,
Alarma!!!,2019-06-20,31,
Alarma!!!,2019-06-21,28,
Alarma!!!,2019-06-22,30,
Alarma!!!,2019-06-23,14,
Alarma!!!,2019-06-24,17,
Alarma!!!,2019-06-25,19,
Alaska,2019-03-18,1182,38
Alaska,2019-03-19,876,
Alaska,2019-03-20,1221,
Alaska,2019-03-21,875,
Alaska,2019-03-22,649,
Alaska,2019-03-23,740,
Alaska,2019-03-24,808,
Alaska,2019-03-25,643,
Alaska,2019-03-26,559,
Alaska,2019-03-27,475,
Alaska,2019-03-28,533,
Alaska,2019-03-29,618,
Alaska,2019-03-30,666,
Alaska,2019-03-31,1303,
Alaska,2019-04-01,497,
Alaska,2019-04-02,447,
Alaska,2019-04-03,822,
Alaska,2019-04-04,526,
Alaska,2019-04-05,623,
Alaska,2019-04-06,1533,
Alaska,2019-04-07,679,
Alaska,2019-04-08,519,
Alaska,2019-04-09,487,
Alaska,2019-04-10,462,
Alaska,2019-04-11,522,
Alaska,2019-04-12,464,
Alaska,2019-04-13,694,
Alaska,2019-04-14,820,
Alaska,2019-04-15,603,
Alaska,2019-04-16,383,
Alaska,2019-04-17,504,
Alaska,2019-04-18,556,
Alaska,2019-04-19,671,
Alaska,2019-04-20,7694,
Alaska,2019-04-21,1553,
Alaska,2019-04-22,2242,
Alaska,2019-04-23,1361,
Alaska,2019-04-24,570,
Alaska,2019-04-25,569,
Alaska,2019-04-26,517,
Alaska,2019-04-27,906,
Alaska,2019-04-28,586,
Alaska,2019-04-29,478,
Alaska,2019-04-30,468,
Alaska,2019-05-01,476,
Alaska,2019-05-02,453,
Alaska,2019-05-03,480,
Alaska,2019-05-04,679,
Alaska,2019-05-05,683,
Alaska,2019-05-06,563,
Alaska,2019-05-07,497,
Alaska,2019-05-08,574,
Alaska,2019-05-09,584,
Alaska,2019-05-10,499,
Alaska,2019-05-11,610,
Alaska,2019-05-12,672,
Alaska,2019-05-13,506,
Alaska,2019-05-14,455,
Alaska,2019-05-15,689,
Alaska,2019-05-16,530,
Alaska,2019-05-17,626,
Alaska,2019-05-18,707,
Alaska,2019-05-19,632,
Alaska,2019-05-20,460,
Alaska,2019-05-21,472,
Alaska,2019-05-22,394,
Alaska,2019-05-23,523,
Alaska,2019-05-24,581,
Alaska,2019-05-25,694,
Alaska,2019-05-26,640,
Alaska,2019-05-27,1133,
Alaska,2019-05-28,683,
Alaska,2019-05-29,577,
Alaska,2019-05-30,666,
Alaska,2019-05-31,592,
Alaska,2019-06-01,2686,
Alaska,2019-06-02,890,
Alaska,2019-06-03,634,
Alaska,2019-06-04,567,
Alaska,2019-06-05,516,
Alaska,2019-06-06,562,
Alaska,2019-06-07,595,
Alaska,2019-06-08,1099,
Alaska,2019-06-09,654,
Alaska,2019-06-10,841,
Alaska,2019-06-11,605,
Alaska,2019-06-12,612,
Alaska,2019-06-13,1501,
Alaska,2019-06-14,859,
Alaska,2019-06-15,698,
Alaska,2019-06-16,701,
Alaska,2019-06-17,554,
Alaska,2019-06-18,1093,
Alaska,2019-06-19,550,
Alaska,2019-06-20,515,
Alaska,2019-06-21,821,
Alaska,2019-06-22,766,
Alaska,2019-06-23,1006,
Alaska,2019-06-24,782,
Alaska,2019-06-25,967,
Alphaville,2019-03-18,5,1840
Alphaville,2019-03-19,4,
Alphaville,2019-03-20,6,
Alphaville,2019-03-21,6,
Alphaville,2019-03-22,8,
Alphaville,2019-03-23,6,
Alphaville,2019-03-24,5,
Alphaville,2019-03-25,5,
Alphaville,2019-03-26,3,
Alphaville,2019-03-27,5,
Alphaville,2019-03-28,13,
Alphaville,2019-03-29,5,
Alphaville,2019-03-30,7,
Alphaville,2019-03-31,1,
Alphaville,2019-04-01,2,
Alphaville,2019-04-02,0,
Alphaville,2019-04-03,9,
Alphaville,2019-04-04,4,
Alphaville,2019-04-05,5,
Alphaville,2019-04-06,9,
Alphaville,2019-04-07,6,
Alphaville,2019-04-08,6,
Alphaville,2019-04-09,6,
Alphaville,2019-04-10,6,
Alphaville,2019-04-11,0,
Alphaville,2019-04-12,5,
Alphaville,2019-04-13,4,
Alphaville,2019-04-14,9,
Alphaville,2019-04-15,5,
Alphaville,2019-04-16,7,
Alphaville,2019-04-17,5,
Alphaville,2019-04-18,5,
Alphaville,2019-04-19,3,
Alphaville,2019-04-20,5,
Alphaville,2019-04-21,5,
Alphaville,2019-04-22,7,
Alphaville,2019-04-23,10,
Alphaville,2019-04-24,4,
Alphaville,2019-04-25,8,
Alphaville,2019-04-26,2,
Alphaville,2019-04-27,6,
Alphaville,2019-04-28,3,
Alphaville,2019-04-29,9,
Alphaville,2019-04-30,2,
Alphaville,2019-05-01,3,
Alphaville,2019-05-02,9,
Alphaville,2019-05-03,4,
Alphaville,2019-05-04,2,
Alphaville,2019-05-05,4,
Alphaville,2019-05-06,6,
Alphaville,2019-05-07,7,
Alphaville,2019-05-08,7,
Alphaville,2019-05-09,6,
Alphaville,2019-05-10,9,
Alphaville,2019-05-11,7,
Alphaville,2019-05-12,7,
Alphaville,2019-05-13,7,
Alphaville,2019-05-14,5,
Alphaville,2019-05-15,1,
Alphaville,2019-05-16,2,
Alphaville,2019-05-17,6,
Alphaville,2019-05-18,8,
Alphaville,2019-05-20,3,
Alphaville,2019-05-21,4,
Alphaville,2019-05-22,5,
Alphaville,2019-05-23,3,
Alphaville,2019-05-24,4,
Alphaville,2019-05-25,4,
Alphaville,2019-05-26,6,
Alphaville,2019-05-27,7,
Alphaville,2019-05-28,2,
Alphaville,2019-05-29,8,
Alphaville,2019-05-30,5,
Alphaville,2019-05-31,2,
Alphaville,2019-06-01,4,
Alphaville,2019-06-02,4,
Alphaville,2019-06-03,6,
Alphaville,2019-06-04,6,
Alphaville,2019-06-05,7,
Alphaville,2019-06-06,3,
Alphaville,2019-06-07,3,
Alphaville,2019-06-08,4,
Alphaville,2019-06-09,5,
Alphaville,2019-06-10,1,
Alphaville,2019-06-11,4,
Alphaville,2019-06-12,3,
Alphaville,2019-06-13,5,
Alphaville,2019-06-14,5,
Alphaville,2019-06-15,3,
Alphaville,2019-06-16,5,
Alphaville,2019-06-17,3,
Alphaville,2019-06-18,97,
Alphaville,2019-06-19,54,
Alphaville,2019-06-20,12,
Alphaville,2019-06-21,16,
Alphaville,2019-06-22,9,
Alphaville,2019-06-23,8,
Alphaville,2019-06-24,16,
Alphaville,2019-06-25,8,
Ariel Rot,2019-03-18,182,-23
Ariel Rot,2019-03-19,1021,
Ariel Rot,2019-03-20,347,
Ariel Rot,2019-03-21,269,
Ariel Rot,2019-03-22,332,
Ariel Rot,2019-03-23,255,
Ariel Rot,2019-03-24,215,
Ariel Rot,2019-03-25,133,
Ariel Rot,2019-03-26,1630,
Ariel Rot,2019-03-27,539,
Ariel Rot,2019-03-28,353,
Ariel Rot,2019-03-29,318,
Ariel Rot,2019-03-30,264,
Ariel Rot,2019-03-31,289,
Ariel Rot,2019-04-01,207,
Ariel Rot,2019-04-02,1282,
Ariel Rot,2019-04-03,441,
Ariel Rot,2019-04-04,307,
Ariel Rot,2019-04-05,235,
Ariel Rot,2019-04-06,260,
Ariel Rot,2019-04-07,322,
Ariel Rot,2019-04-08,158,
Ariel Rot,2019-04-09,1325,
Ariel Rot,2019-04-10,390,
Ariel Rot,2019-04-11,226,
Ariel Rot,2019-04-12,253,
Ariel Rot,2019-04-13,243,
Ariel Rot,2019-04-14,205,
Ariel Rot,2019-04-15,129,
Ariel Rot,2019-04-16,177,
Ariel Rot,2019-04-17,168,
Ariel Rot,2019-04-18,237,
Ariel Rot,2019-04-19,282,
Ariel Rot,2019-04-20,205,
Ariel Rot,2019-04-21,190,
Ariel Rot,2019-04-22,172,
Ariel Rot,2019-04-23,121,
Ariel Rot,2019-04-24,145,
Ariel Rot,2019-04-25,191,
Ariel Rot,2019-04-26,229,
Ariel Rot,2019-04-27,221,
Ariel Rot,2019-04-28,164,
Ariel Rot,2019-04-29,105,
Ariel Rot,2019-04-30,105,
Ariel Rot,2019-05-01,142,
Ariel Rot,2019-05-02,122,
Ariel Rot,2019-05-03,127,
Ariel Rot,2019-05-04,193,
Ariel Rot,2019-05-05,163,
Ariel Rot,2019-05-06,133,
Ariel Rot,2019-05-07,142,
Ariel Rot,2019-05-08,122,
Ariel Rot,2019-05-09,118,
Ariel Rot,2019-05-10,195,
Ariel Rot,2019-05-11,293,
Ariel Rot,2019-05-12,246,
Ariel Rot,2019-05-13,355,
Ariel Rot,2019-05-14,235,
Ariel Rot,2019-05-15,139,
Ariel Rot,2019-05-16,208,
Ariel Rot,2019-05-17,253,
Ariel Rot,2019-05-18,203,
Ariel Rot,2019-05-19,200,
Ariel Rot,2019-05-20,202,
Ariel Rot,2019-05-21,165,
Ariel Rot,2019-05-22,184,
Ariel Rot,2019-05-23,137,
Ariel Rot,2019-05-24,153,
Ariel Rot,2019-05-25,169,
Ariel Rot,2019-05-26,142,
Ariel Rot,2019-05-27,111,
Ariel Rot,2019-05-28,117,
Ariel Rot,2019-05-29,124,
Ariel Rot,2019-05-30,115,
Ariel Rot,2019-05-31,117,
Ariel Rot,2019-06-01,223,
Ariel Rot,2019-06-02,164,
Ariel Rot,2019-06-03,104,
Ariel Rot,2019-06-04,201,
Ariel Rot,2019-06-05,100,
Ariel Rot,2019-06-06,96,
Ariel Rot,2019-06-07,195,
Ariel Rot,2019-06-08,140,
Ariel Rot,2019-06-09,120,
Ariel Rot,2019-06-10,102,
Ariel Rot,2019-06-11,132,
Ariel Rot,2019-06-12,119,
Ariel Rot,2019-06-13,132,
Ariel Rot,2019-06-14,139,
Ariel Rot,2019-06-15,107,
Ariel Rot,2019-06-16,127,
Ariel Rot,2019-06-17,108,
Ariel Rot,2019-06-18,182,
Ariel Rot,2019-06-19,95,
Ariel Rot,2019-06-20,151,
Ariel Rot,2019-06-21,259,
Ariel Rot,2019-06-22,215,
Ariel Rot,2019-06-23,219,
Ariel Rot,2019-06-24,207,
Ariel Rot,2019-06-25,117,
Aviador Dro,2019-03-18,54,244
Aviador Dro,2019-03-19,56,
Aviador Dro,2019-03-20,48,
Aviador Dro,2019-03-21,47,
Aviador Dro,2019-03-22,65,
Aviador Dro,2019-03-23,99,
Aviador Dro,2019-03-24,130,
Aviador Dro,2019-03-25,69,
Aviador Dro,2019-03-26,64,
Aviador Dro,2019-03-27,47,
Aviador Dro,2019-03-28,54,
Aviador Dro,2019-03-29,58,
Aviador Dro,2019-03-30,28,
Aviador Dro,2019-03-31,45,
Aviador Dro,2019-04-01,52,
Aviador Dro,2019-04-02,48,
Aviador Dro,2019-04-03,56,
Aviador Dro,2019-04-04,54,
Aviador Dro,2019-04-05,58,
Aviador Dro,2019-04-06,110,
Aviador Dro,2019-04-07,83,
Aviador Dro,2019-04-08,52,
Aviador Dro,2019-04-09,43,
Aviador Dro,2019-04-10,71,
Aviador Dro,2019-04-11,31,
Aviador Dro,2019-04-12,28,
Aviador Dro,2019-04-13,35,
Aviador Dro,2019-04-14,30,
Aviador Dro,2019-04-15,31,
Aviador Dro,2019-04-16,42,
Aviador Dro,2019-04-17,26,
Aviador Dro,2019-04-18,25,
Aviador Dro,2019-04-19,26,
Aviador Dro,2019-04-20,24,
Aviador Dro,2019-04-21,24,
Aviador Dro,2019-04-22,29,
Aviador Dro,2019-04-23,19,
Aviador Dro,2019-04-24,26,
Aviador Dro,2019-04-25,43,
Aviador Dro,2019-04-26,38,
Aviador Dro,2019-04-27,30,
Aviador Dro,2019-04-28,32,
Aviador Dro,2019-04-29,33,
Aviador Dro,2019-04-30,23,
Aviador Dro,2019-05-01,40,
Aviador Dro,2019-05-02,40,
Aviador Dro,2019-05-03,32,
Aviador Dro,2019-05-04,33,
Aviador Dro,2019-05-05,33,
Aviador Dro,2019-05-06,31,
Aviador Dro,2019-05-07,40,
Aviador Dro,2019-05-08,40,
Aviador Dro,2019-05-09,26,
Aviador Dro,2019-05-10,58,
Aviador Dro,2019-05-11,49,
Aviador Dro,2019-05-12,46,
Aviador Dro,2019-05-13,23,
Aviador Dro,2019-05-14,38,
Aviador Dro,2019-05-15,28,
Aviador Dro,2019-05-16,53,
Aviador Dro,2019-05-17,37,
Aviador Dro,2019-05-18,39,
Aviador Dro,2019-05-19,48,
Aviador Dro,2019-05-20,41,
Aviador Dro,2019-05-21,72,
Aviador Dro,2019-05-22,34,
Aviador Dro,2019-05-23,41,
Aviador Dro,2019-05-24,56,
Aviador Dro,2019-05-25,59,
Aviador Dro,2019-05-26,61,
Aviador Dro,2019-05-27,51,
Aviador Dro,2019-05-28,31,
Aviador Dro,2019-05-29,20,
Aviador Dro,2019-05-30,26,
Aviador Dro,2019-05-31,39,
Aviador Dro,2019-06-01,31,
Aviador Dro,2019-06-02,36,
Aviador Dro,2019-06-03,43,
Aviador Dro,2019-06-04,40,
Aviador Dro,2019-06-05,37,
Aviador Dro,2019-06-06,46,
Aviador Dro,2019-06-07,27,
Aviador Dro,2019-06-08,29,
Aviador Dro,2019-06-09,34,
Aviador Dro,2019-06-10,30,
Aviador Dro,2019-06-11,38,
Aviador Dro,2019-06-12,41,
Aviador Dro,2019-06-13,45,
Aviador Dro,2019-06-14,35,
Aviador Dro,2019-06-15,20,
Aviador Dro,2019-06-16,21,
Aviador Dro,2019-06-17,36,
Aviador Dro,2019-06-18,148,
Aviador Dro,2019-06-19,58,
Aviador Dro,2019-06-20,40,
Aviador Dro,2019-06-21,59,
Aviador Dro,2019-06-22,48,
Aviador Dro,2019-06-23,49,
Aviador Dro,2019-06-24,43,
Aviador Dro,2019-06-25,46,
Bulldog,2019-03-18,24,42
Bulldog,2019-03-19,10,
Bulldog,2019-03-20,15,
Bulldog,2019-03-21,19,
Bulldog,2019-03-22,19,
Bulldog,2019-03-23,22,
Bulldog,2019-03-24,28,
Bulldog,2019-03-25,31,
Bulldog,2019-03-26,23,
Bulldog,2019-03-27,23,
Bulldog,2019-03-28,22,
Bulldog,2019-03-29,10,
Bulldog,2019-03-30,8,
Bulldog,2019-03-31,15,
Bulldog,2019-04-01,10,
Bulldog,2019-04-02,18,
Bulldog,2019-04-03,15,
Bulldog,2019-04-04,27,
Bulldog,2019-04-05,16,
Bulldog,2019-04-06,15,
Bulldog,2019-04-07,30,
Bulldog,2019-04-08,19,
Bulldog,2019-04-09,19,
Bulldog,2019-04-10,16,
Bulldog,2019-04-11,12,
Bulldog,2019-04-12,19,
Bulldog,2019-04-13,23,
Bulldog,2019-04-14,14,
Bulldog,2019-04-15,12,
Bulldog,2019-04-16,20,
Bulldog,2019-04-17,12,
Bulldog,2019-04-18,22,
Bulldog,2019-04-19,10,
Bulldog,2019-04-20,11,
Bulldog,2019-04-21,16,
Bulldog,2019-04-22,18,
Bulldog,2019-04-23,19,
Bulldog,2019-04-24,13,
Bulldog,2019-04-25,23,
Bulldog,2019-04-26,16,
Bulldog,2019-04-27,17,
Bulldog,2019-04-28,16,
Bulldog,2019-04-29,13,
Bulldog,2019-04-30,12,
Bulldog,2019-05-01,25,
Bulldog,2019-05-02,11,
Bulldog,2019-05-03,12,
Bulldog,2019-05-04,11,
Bulldog,2019-05-05,29,
Bulldog,2019-05-06,15,
Bulldog,2019-05-07,13,
Bulldog,2019-05-08,21,
Bulldog,2019-05-09,14,
Bulldog,2019-05-10,31,
Bulldog,2019-05-11,18,
Bulldog,2019-05-12,12,
Bulldog,2019-05-13,19,
Bulldog,2019-05-14,26,
Bulldog,2019-05-15,16,
Bulldog,2019-05-16,9,
Bulldog,2019-05-17,17,
Bulldog,2019-05-18,25,
Bulldog,2019-05-19,15,
Bulldog,2019-05-20,14,
Bulldog,2019-05-21,19,
Bulldog,2019-05-22,21,
Bulldog,2019-05-23,22,
Bulldog,2019-05-24,16,
Bulldog,2019-05-25,28,
Bulldog,2019-05-26,9,
Bulldog,2019-05-27,26,
Bulldog,2019-05-28,22,
Bulldog,2019-05-29,14,
Bulldog,2019-05-30,12,
Bulldog,2019-05-31,17,
Bulldog,2019-06-01,24,
Bulldog,2019-06-02,16,
Bulldog,2019-06-03,29,
Bulldog,2019-06-04,27,
Bulldog,2019-06-05,18,
Bulldog,2019-06-06,23,
Bulldog,2019-06-07,28,
Bulldog,2019-06-08,17,
Bulldog,2019-06-09,27,
Bulldog,2019-06-10,11,
Bulldog,2019-06-11,25,
Bulldog,2019-06-12,17,
Bulldog,2019-06-13,32,
Bulldog,2019-06-14,30,
Bulldog,2019-06-15,21,
Bulldog,2019-06-16,23,
Bulldog,2019-06-17,27,
Bulldog,2019-06-18,27,
Bulldog,2019-06-19,28,
Bulldog,2019-06-20,34,
Bulldog,2019-06-21,38,
Bulldog,2019-06-22,35,
Bulldog,2019-06-23,32,
Bulldog,2019-06-24,35,
Bulldog,2019-06-25,24,
Danza Invisible,2019-03-18,56,80
Danza Invisible,2019-03-19,52,
Danza Invisible,2019-03-20,48,
Danza Invisible,2019-03-21,107,
Danza Invisible,2019-03-22,72,
Danza Invisible,2019-03-23,80,
Danza Invisible,2019-03-24,79,
Danza Invisible,2019-03-25,44,
Danza Invisible,2019-03-26,64,
Danza Invisible,2019-03-27,44,
Danza Invisible,2019-03-28,68,
Danza Invisible,2019-03-29,73,
Danza Invisible,2019-03-30,61,
Danza Invisible,2019-03-31,44,
Danza Invisible,2019-04-01,42,
Danza Invisible,2019-04-02,64,
Danza Invisible,2019-04-03,39,
Danza Invisible,2019-04-04,63,
Danza Invisible,2019-04-05,50,
Danza Invisible,2019-04-06,62,
Danza Invisible,2019-04-07,53,
Danza Invisible,2019-04-08,52,
Danza Invisible,2019-04-09,41,
Danza Invisible,2019-04-10,68,
Danza Invisible,2019-04-11,55,
Danza Invisible,2019-04-12,65,
Danza Invisible,2019-04-13,75,
Danza Invisible,2019-04-14,80,
Danza Invisible,2019-04-15,70,
Danza Invisible,2019-04-16,64,
Danza Invisible,2019-04-17,56,
Danza Invisible,2019-04-18,60,
Danza Invisible,2019-04-19,59,
Danza Invisible,2019-04-20,85,
Danza Invisible,2019-04-21,70,
Danza Invisible,2019-04-22,44,
Danza Invisible,2019-04-23,72,
Danza Invisible,2019-04-24,54,
Danza Invisible,2019-04-25,49,
Danza Invisible,2019-04-26,64,
Danza Invisible,2019-04-27,99,
Danza Invisible,2019-04-28,87,
Danza Invisible,2019-04-29,45,
Danza Invisible,2019-04-30,52,
Danza Invisible,2019-05-01,76,
Danza Invisible,2019-05-02,69,
Danza Invisible,2019-05-03,84,
Danza Invisible,2019-05-04,193,
Danza Invisible,2019-05-05,112,
Danza Invisible,2019-05-06,79,
Danza Invisible,2019-05-07,72,
Danza Invisible,2019-05-08,52,
Danza Invisible,2019-05-09,65,
Danza Invisible,2019-05-10,44,
Danza Invisible,2019-05-11,78,
Danza Invisible,2019-05-12,153,
Danza Invisible,2019-05-13,235,
Danza Invisible,2019-05-14,104,
Danza Invisible,2019-05-15,70,
Danza Invisible,2019-05-16,63,
Danza Invisible,2019-05-17,81,
Danza Invisible,2019-05-18,64,
Danza Invisible,2019-05-19,71,
Danza Invisible,2019-05-20,52,
Danza Invisible,2019-05-21,74,
Danza Invisible,2019-05-22,66,
Danza Invisible,2019-05-23,84,
Danza Invisible,2019-05-24,193,
Danza Invisible,2019-05-25,186,
Danza Invisible,2019-05-26,105,
Danza Invisible,2019-05-27,56,
Danza Invisible,2019-05-28,78,
Danza Invisible,2019-05-29,68,
Danza Invisible,2019-05-30,81,
Danza Invisible,2019-05-31,76,
Danza Invisible,2019-06-01,96,
Danza Invisible,2019-06-02,68,
Danza Invisible,2019-06-03,76,
Danza Invisible,2019-06-04,63,
Danza Invisible,2019-06-05,71,
Danza Invisible,2019-06-06,55,
Danza Invisible,2019-06-07,207,
Danza Invisible,2019-06-08,150,
Danza Invisible,2019-06-09,90,
Danza Invisible,2019-06-10,85,
Danza Invisible,2019-06-11,83,
Danza Invisible,2019-06-12,60,
Danza Invisible,2019-06-13,77,
Danza Invisible,2019-06-14,148,
Danza Invisible,2019-06-15,217,
Danza Invisible,2019-06-16,133,
Danza Invisible,2019-06-17,86,
Danza Invisible,2019-06-18,144,
Danza Invisible,2019-06-19,96,
Danza Invisible,2019-06-20,75,
Danza Invisible,2019-06-21,85,
Danza Invisible,2019-06-22,112,
Danza Invisible,2019-06-23,73,
Danza Invisible,2019-06-24,56,
Danza Invisible,2019-06-25,51,
Decibelios,2019-03-18,28,451
Decibelios,2019-03-19,25,
Decibelios,2019-03-20,36,
Decibelios,2019-03-21,30,
Decibelios,2019-03-22,32,
Decibelios,2019-03-23,29,
Decibelios,2019-03-24,37,
Decibelios,2019-03-25,23,
Decibelios,2019-03-26,32,
Decibelios,2019-03-27,25,
Decibelios,2019-03-28,29,
Decibelios,2019-03-29,32,
Decibelios,2019-03-30,25,
Decibelios,2019-03-31,26,
Decibelios,2019-04-01,26,
Decibelios,2019-04-02,24,
Decibelios,2019-04-03,26,
Decibelios,2019-04-04,33,
Decibelios,2019-04-05,39,
Decibelios,2019-04-06,39,
Decibelios,2019-04-07,31,
Decibelios,2019-04-08,36,
Decibelios,2019-04-09,25,
Decibelios,2019-04-10,30,
Decibelios,2019-04-11,24,
Decibelios,2019-04-12,30,
Decibelios,2019-04-13,21,
Decibelios,2019-04-14,21,
Decibelios,2019-04-15,29,
Decibelios,2019-04-16,24,
Decibelios,2019-04-17,21,
Decibelios,2019-04-18,21,
Decibelios,2019-04-19,33,
Decibelios,2019-04-20,21,
Decibelios,2019-04-21,62,
Decibelios,2019-04-22,92,
Decibelios,2019-04-23,33,
Decibelios,2019-04-24,32,
Decibelios,2019-04-25,38,
Decibelios,2019-04-26,32,
Decibelios,2019-04-27,26,
Decibelios,2019-04-28,36,
Decibelios,2019-04-29,24,
Decibelios,2019-04-30,34,
Decibelios,2019-05-01,29,
Decibelios,2019-05-02,22,
Decibelios,2019-05-03,42,
Decibelios,2019-05-04,39,
Decibelios,2019-05-05,58,
Decibelios,2019-05-06,58,
Decibelios,2019-05-07,43,
Decibelios,2019-05-08,40,
Decibelios,2019-05-09,55,
